id,age,gender,ethnicity,education,politics,c19vax_opinion,employment,politic_affil,vax_attitude,time_text,text,consp01,familiar_consp01,distr04,familiar_distr04,unwar03,familiar_unwar03,world02,familiar_world02,relig04,familiar_relig04,moral01,familiar_moral01,fears06,familiar_fears06,disto04,familiar_disto04,selfi05,familiar_selfi05,epist01,familiar_epist01,react04,familiar_react04,cmq01,cmq04,cmq05,yts_6,yts_7,yts_8,pseudo_1,pseudo_4,pseudo_6,populist_1,populist_2,populist_3,religion_2,religion_4,religion_5,MA1R,MA3,MA4R,GMA_5,GMA_6,GMA_8,risk_covid_1,risk_flu_1,risk_vax_covid_1,risk_vax_flu_1,self_1,self_5,self_6,ebs_pol_1,ebs_pol_2,ebs_pol_4,reactance_2,reactance_4,reactance_5,positive_comment,politic_affil_recode,spans,n_consp,n_distr,n_unwar,n_relig,n_moral,n_fears,n_disto,n_selfi,n_epist,n_react,n_world,n_spans,root_total,is_consp,is_distr,is_unwar,is_relig,is_moral,is_fears,is_disto,is_selfi,is_epist,is_react,is_world,lca_class
12,61,2,1,5,10,Against (I feel negatively about the vaccines),Other,Independent,2,316.092,"I don't believe that there is enough long term testing done with vaccines to consider them to be safe. I also view natural immunity as being stronger, and 'natural.' There have been many negative effects of certain vaccines that have been reported. Other than a tetanus shot, if needed, I don't see a good enough reason to follow vaccination recommendations.",5,1,7,1,6,1,5,0,5,0,5,0,6,1,5,1,4,0,4,0,4,0,9,5,6,3,3,3,3,4,3,5,3,4,5,4,3,2,3,1,3,3,1,8,2,98,91,5,4,5,1,1,1,3,2,4,0,Other,"[""I also view natural immunity as being stronger, and 'natural.'"", ""I don't believe that there is enough long term testing done with vaccines to consider them to be safe."", 'There have been many negative effects of certain vaccines that have been reported.']",0,1,1,0,0,1,0,0,0,0,0,3,3,0,1,1,0,0,1,0,0,0,0,0,3
13,41,1,7,3,7,Against (I feel negatively about the vaccines),Due to start a new job within the next month,Republican,2,508.735,"Hm. Where do I even begin? The reason I am very against the vaccine is simply because it does not work! As a matter of fact it made things worse in my opinion. Now some people try to brush it off as if nothing happened. Bollocks! It's all over social media, these people showing their repercussions for the rest of us to see. Black eyed babies, people suddenly collapsing. It is pretty clear that the jab did its job. To remove the weaklings.",7,1,2,0,6,1,6,0,6,1,6,1,7,1,6,1,4,0,5,0,7,0,10,9,11,4,5,4,3,3,4,4,5,4,5,4,5,4,4,3,4,4,2,100,10,100,100,5,3,4,3,3,4,2,4,4,0,Republican,"['it does not work!', 'it made things worse', 'some people try to brush it off as if nothing happened.', 'the jab did its job. To remove the weaklings.', ""It's all over social media, these people showing their repercussions for the rest of us to see. Black eyed babies, people suddenly collapsing.""]",1,2,1,0,0,0,1,0,1,0,0,5,5,1,1,1,0,0,0,1,0,1,0,0,1
14,40,2,1,5,6,Against (I feel negatively about the vaccines),"Not in paid work (e.g. homemaker', 'retired or disabled)",Independent,4,128.095,I am unsure that it works and the fact you need so many shots does make me wonder is this just a way for pharmaceutical companies to make a lot of money. Also in the news there are a lot of articles of young people dying of heart issues and there seems to be a concern that this vaccination may be causing it.  I am unsure.,4,1,5,1,4,1,4,1,2,1,4,0,4,1,4,1,4,1,4,0,4,1,9,6,9,4,4,3,4,3,4,5,4,2,3,2,3,3,3,3,3,4,2,40,42,50,29,6,6,6,4,4,4,3,4,3,0,Other,"['I am unsure that it works', 'you need so many shots does make me wonder is this just a way for pharmaceutical companies to make a lot of money.', 'in the news there are a lot of articles of young people dying of heart issues and there seems to be a concern that this vaccination may be causing it.']",0,2,0,0,0,1,0,0,0,0,0,3,2,0,1,0,0,0,1,0,0,0,0,0,3
15,40,2,1,4,10,Against (I feel negatively about the vaccines),Part-Time,Republican,1,227.233,If we are talking about the Covid Vaccination then I am strongly against it. It has been proven that those who have gotten them the more likely they will get Covid because it destroys immune systems. I had a family member just recently die and they determined it was most likely caused by her being fully vaccinated and boosted for Covid as she was only 41 years old and otherwise healthy. The vaccines have also been proven to cause Mycarditios. The risks way outway the benefits because I do not see any benefits from it.,7,1,6,0,7,1,5,0,3,0,3,0,6,1,6,0,7,0,5,0,6,0,10,6,6,2,4,5,3,3,3,4,4,5,4,5,4,3,3,2,3,5,1,10,10,100,60,5,2,5,5,5,5,2,4,4,0,Republican,"['The risks way outway the benefits because I do not see any benefits from it.', 'I had a family member just recently die and they determined it was most likely caused by her being fully vaccinated and boosted for Covid as she was only 41 years old and otherwise healthy.', 'those who have gotten them the more likely they will get Covid because it destroys immune systems.', 'The vaccines have also been proven to cause Mycarditios.']",0,0,1,0,0,2,1,0,1,0,0,4,4,0,0,1,0,0,1,1,0,1,0,0,1
16,46,2,1,3,6,Against (I feel negatively about the vaccines),NA,NA,1,627.606,"First of all what I find extremely fishy is the fact that never has a person been offered gift cards and the like if they or a friend get vaccinated.
Secondly, reading all the reports on the CDC website about the many deaths caused by the vaccination. These were the reports that came straight from the hospital the individual was seen at. It scared me into not getting any vaccination.
Thirdly, I have an extreme fear of needles. Nothing will get me to agree to being poked...I need to be sedated first or tied down...
Fourth, there was by no means not enough research done on such things as long term effects...Rather it was rushed right through...At one point there was a vaccination on the market that had not even been approved by the FDA. That is scary.
Fifth, I haven't had any vaccinations since I was two...I am 46.
Sixth-If I were to get Covid (so far have not) I would prefer to build up natural immunities. 
Seventh-I know a few people who feel a change internally due to getting the vaccination. My sister and law says it has affected her memory...And now experiences more muscle and joint pain. None of these things did she claim to have issues with before getting vaccinated...I could go on. And on.",7,1,4,0,6,0,7,0,7,0,4,0,5,1,6,0,6,0,4,0,4,0,10,6,7,1,3,3,4,3,2,3,3,4,3,2,3,4,1,3,5,4,2,51,40,100,55,3,1,3,3,3,1,1,4,4,0,Other,"[""I haven't had any vaccinations since I was two...I am 46."", 'If I were to get Covid (so far have not) I would prefer to build up natural immunities.', 'I know a few people who feel a change internally due to getting the vaccination. My sister and law says it has affected her memory...And now experiences more muscle and joint pain. None of these things did she claim to have issues with before getting vaccinated.', 'there was by no means not enough research done on such things as long term effects...Rather it was rushed right through.', 'what I find extremely fishy is the fact that never has a person been offered gift cards and the like if they or a friend get vaccinated.', 'reading all the reports on the CDC website about the many deaths caused by the vaccination. These were the reports that came straight from the hospital the individual was seen at. It scared me into not getting any vaccination.', 'I have an extreme fear of needles. Nothing will get me to agree to being poked...I need to be sedated first or tied down...', 'there was a vaccination on the market that had not even been approved by the FDA.']",0,3,1,0,0,3,1,0,2,0,0,8,5,0,1,1,0,0,1,1,0,1,0,0,1
17,38,2,1,5,3,Against (I feel negatively about the vaccines),Full-Time,Independent,3,385.563,"I feel okay with vaccination when they're tried and true and for very serious illnesses. However, I don't feel comfortable with the vaccinations for mild illnesses like the flu, or brand new ones like covid. I would rather take steps to be healthy and build natural immunity. I just don't like the idea of putting junk in my body if I don't need it. And I'd rather take my chances for getting sick instead of dealing with the side effects.",6,1,7,1,6,1,4,0,4,0,4,0,5,1,5,1,6,1,5,0,4,1,10,6,8,1,1,1,5,5,5,4,4,1,5,4,5,4,2,4,3,5,2,42,18,77,66,6,6,6,3,3,4,3,3,3,0,Other,"['I would rather take steps to be healthy and build natural immunity.', ""I don't feel comfortable with the vaccinations for mild illnesses like the flu, or brand new ones like covid."", ""I just don't like the idea of putting junk in my body if I don't need it."", ""I'd rather take my chances for getting sick instead of dealing with the side effects.""]",0,1,1,0,0,1,3,0,0,0,0,4,4,0,1,1,0,0,1,1,0,0,0,0,1
18,53,2,1,5,6,Against (I feel negatively about the vaccines),NA,Independent,3,140.692,I'm slightly negative about vaccinations because of all the people that have gotten sick or died after getting the vaccinations.  My Mom passed away 2 weeks after getting her 1st booster.  She was 86 years old and freely got the booster.  I just don't know if the booster caused her health to fail quickly with her underlying conditions.  Due to what happened to my Mom I will not be getting any other vaccinations.,6,1,7,0,5,1,6,1,1,1,1,0,5,1,5,1,1,0,6,0,5,1,11,8,7,1,2,2,5,5,4,5,4,2,3,3,3,3,1,2,4,1,1,41,30,52,20,6,6,6,5,4,4,2,4,4,0,Other,"[""My Mom passed away 2 weeks after getting her 1st booster.  She was 86 years old and freely got the booster.  I just don't know if the booster caused her health to fail quickly with her underlying conditions."", 'all the people that have gotten sick or died after getting the vaccinations.']",0,0,0,0,0,1,0,0,1,0,0,2,2,0,0,0,0,0,1,0,0,1,0,0,3
19,44,2,4,5,8,Against (I feel negatively about the vaccines),Full-Time,Republican,3,550.875,"Normally, I have felt neutral about vaccinations; while some have been very helpful to reduce risk against serious and prevalent threats, such as the polio vaccine, others such as the many flu vaccines have seemed superfluous for the majority of the population and yet have been heavily pushed regardless. The tendency for the medical profession to so vigorously urge these treatments has always seemed a bit suspicious to me, ever since pharmaceutical companies have begun having more influence in medicine and, more recently, politics. To that end, the Covid-19 vaccine, it's fast-tracked development, and it's strange ""marketing"" by politicians has pushed my skepticism towards vaccines over the edge into slightly negative territory. Covid-19 is a virus which has an extremely high survival rate and is mostly only dangerous when it is occurs in tandem with co-morbidity factors such as obesity and high blood pressure. However, instead of urging people to lose weight, eat healthier and practice lifestyle changes, immediately people were being urged - and in many cases threatened - to take the Covid vaccine. Even alternative cures that have proven results, such as Ivermectin, were criticized by the political establishment, media and the CDC. This seems very conspiratorial to me, questionable at the very least, and all but destroyed my faith in big pharma and, consequently, vaccines in general.",7,1,6,0,7,1,5,0,2,1,2,0,4,1,4,1,7,1,5,0,6,1,9,5,8,1,2,1,4,5,2,5,5,2,3,2,3,4,1,4,2,1,3,1,5,80,25,2,1,6,4,5,5,2,2,1,0,Republican,"[""the Covid-19 vaccine, it's fast-tracked development,"", 'The tendency for the medical profession to so vigorously urge these treatments has always seemed a bit suspicious to me,', 'pharmaceutical companies have begun having more influence in medicine and, more recently, politics.', 'This seems very conspiratorial to me, questionable at the very least, and all but destroyed my faith in big pharma and, consequently, vaccines in general.', 'alternative cures that have proven results, such as Ivermectin, were criticized by the political establishment, media and the CDC.', 'the many flu vaccines have seemed superfluous for the majority of the population and yet have been heavily pushed regardless.', 'Covid-19 is a virus which has an extremely high survival rate and is mostly only dangerous when it is occurs in tandem with co-morbidity factors such as obesity and high blood pressure.', 'it\'s strange ""marketing"" by politicians has pushed my skepticism towards vaccines over the edge', 'instead of urging people to lose weight, eat healthier and practice lifestyle changes, immediately people were being urged - and in many cases threatened - to take the Covid vaccine.']",1,5,2,0,0,0,2,0,0,3,0,9,5,1,1,1,0,0,0,1,0,0,1,0,1
20,43,1,1,5,1,Against (I feel negatively about the vaccines),Full-Time,Other,5,219.759,"I think in most cases vaccines are helpful and protect others. I slightly agree because of the new Covid vaxxes, as they are not effective in my experience and for many of my friends as well. I think the Covid vaxxes work well for the elderly and immunocompromised. People my age and kids shouldn't have to take them. When I took my jab, I ended up catching it anyway, but there's your heard immunity.",5,1,6,0,6,1,2,0,1,0,5,0,3,1,5,0,6,0,5,0,7,0,10,5,9,2,2,2,4,4,1,5,5,5,5,5,4,3,2,3,5,2,4,65,65,70,20,7,5,7,4,4,4,2,4,2,0,Other,"[""When I took my jab, I ended up catching it anyway, but there's your heard immunity."", 'the new Covid vaxxes, as they are not effective in my experience and for many of my friends as well.', ""People my age and kids shouldn't have to take them.""]",0,1,0,0,0,0,1,0,2,0,0,3,3,0,1,0,0,0,0,1,0,1,0,0,3
21,62,2,1,4,6,Against (I feel negatively about the vaccines),Unemployed (and job seeking),Independent,2,655.73,"I feel negative because I believe these Big Pharma companies are only interested in making money & with the government helping them it's becoming dangerous to people. 

Too many peoples lives are being destroyed because they are not getting the right information about the vaccines or effectiveness because opposite viewpoints are being silenced. Other doctors & scientist are being silenced if they disagree with a vaccine because of dangerous & deadly side effects. If people can not peak freely even negatively is that science at all? 

It's all become just a big scam for dollars 

",7,1,7,0,7,0,7,0,1,0,4,0,7,1,4,0,7,0,4,0,7,0,11,6,11,3,3,4,4,3,3,5,5,4,3,1,1,4,1,4,4,1,3,40,10,100,100,7,2,6,5,5,5,2,5,5,0,Other,"[""It's all become just a big scam for dollars"", 'If people can not peak freely even negatively is that science at all?', 'Too many peoples lives are being destroyed because they are not getting the right information about the vaccines or effectiveness because opposite viewpoints are being silenced.', ""Big Pharma companies are only interested in making money & with the government helping them it's becoming dangerous to people."", 'Other doctors & scientist are being silenced if they disagree with a vaccine because of dangerous & deadly side effects.']",2,3,0,0,0,1,0,0,0,0,0,5,3,1,1,0,0,0,1,0,0,0,0,0,3
22,42,1,1,5,8,Against (I feel negatively about the vaccines),NA,Republican,2,567.001,"I am ok with the childhood vaccines that involve introducing a weakened version of the virus into the body so that you can develop an immunity naturally. But anyone discussing vaccines these days is most likely talking about the covid 19 vaccines that have been pushed for the last two years. This MRNA technology needed more testing before it was released. Now we have athletes with heart problems, children with heart problems, and that isn't normal. Plus the blood clots. It seems to me that these things are related to this covid 19 vaccine. This vaccine does not prevent you from getting covid 19. At first, we were told that it did. Then when that proved to be false, the goal posts kept moving. ""Oh, you won't get quite as sick when you catch it..."" That is debatable, but at least I won't have blood clots to contend with down the road. To sum it up: I am cool with polio vaccines, I am not cool with covid vaccines in their current form.",7,1,4,0,3,1,5,1,2,0,2,0,5,1,3,1,6,0,2,0,7,1,11,8,10,2,2,4,3,3,2,5,5,5,5,2,1,3,2,2,4,5,3,13,10,91,30,6,6,6,4,4,4,2,4,5,0,Republican,"['the covid 19 vaccines that have been pushed for the last two years.', 'This MRNA technology needed more testing before it was released.', ""Now we have athletes with heart problems, children with heart problems, and that isn't normal. Plus the blood clots. It seems to me that these things are related to this covid 19 vaccine."", 'This vaccine does not prevent you from getting covid 19. At first, we were told that it did. Then when that proved to be false, the goal posts kept moving. ""Oh, you won\'t get quite as sick when you catch it..."" That is debatable,', ""at least I won't have blood clots to contend with down the road.""]",0,2,0,0,0,2,0,0,1,1,0,5,4,0,1,0,0,0,1,0,0,1,1,0,2
23,28,1,1,5,9,Against (I feel negatively about the vaccines),Full-Time,Republican,3,183.219,"I feel a little negative about vaccination in general because I feel like they have been very forced and mandated to the point where individuals no longer have a choice in their own life. We give women the right to choose if they want to have an abortion, we give people the right to deny life saving blood transfusions, but not to decide if they want something put in their body? I also feel like many vaccinations have been rushed out with emergency certifications without having studies done on the proper long term results",7,1,6,0,4,0,4,0,6,0,3,0,5,1,4,0,6,0,4,0,7,0,9,6,7,2,3,4,1,2,1,5,5,4,5,5,3,4,3,4,3,1,2,8,14,72,52,7,6,7,5,5,5,4,5,5,0,Republican,"['they have been very forced and mandated to the point where individuals no longer have a choice in their own life.', 'We give women the right to choose if they want to have an abortion, we give people the right to deny life saving blood transfusions, but not to decide if they want something put in their body?', 'many vaccinations have been rushed out with emergency certifications without having studies done on the proper long term results']",0,1,0,0,0,0,0,0,0,2,1,3,3,0,1,0,0,0,0,0,0,0,1,1,2
24,34,1,1,2,6,Against (I feel negatively about the vaccines),Unemployed (and job seeking),Independent,4,698.881,I am neutral overall. The reasoning is due to the fact I am pro vaccination for everything other than the Covid vaccine. The people who created them did the best they could given the circumstances but having governments mandating an experimental vaccine turned people against it early on. Somebody with my views however is just labeled an anti-vaxxer crazy person even though my only issue is with one particular vaccine.,4,1,3,0,4,1,3,0,2,0,2,0,4,1,2,1,4,0,2,0,5,0,8,5,7,2,2,3,3,2,2,5,4,3,5,3,4,1,4,1,4,4,4,40,25,41,1,4,2,5,5,5,5,3,4,4,0,Other,"['Somebody with my views however is just labeled an anti-vaxxer crazy person', 'having governments mandating an experimental vaccine turned people against it early on.']",0,1,0,0,0,0,0,0,0,2,0,2,2,0,1,0,0,0,0,0,0,0,1,0,2
25,48,2,1,3,6,Against (I feel negatively about the vaccines),Unemployed (and job seeking),Independent,5,646.459,"I am okay with most vaccinations and received all of mine as a child. I am not comfortable with vaccines such as Varicella for chicken pox or the COVID-19 vaccination as there is not enough research on these. Varicella, for example, became a requirement for my son to enter school. I inquired as to how many years of research they had on it and at the time the answer was 7. That was not enough for me and later on that year they announced that a booster would be required down the road in order to maintain efficacy. Until then, the only boosters required were for Tetanus. And now we have the COVID-19 vaccines, which require more boosters and only seem to be effective for about 6 months. To me that is not okay. As a society no one wants illness, however, it is a part of life. Vaccines as infants, when our immune system is not ""up to par,"" I think are a good idea, but once our immune system is fully operational I think we should let it do its job. It is sad and unfortunate when we lose our loved ones to illness, but it is Mother Nature's way of population control.
Science is wonderful but I think the more we use it for things such as illness the stronger the baceria and viruses become. Like all organisms, it is a fight for survival.",7,1,7,0,5,1,6,0,5,0,4,0,5,1,4,1,4,0,5,0,7,1,10,7,9,2,4,4,4,3,5,4,3,4,3,1,2,3,2,3,3,1,4,51,50,100,60,5,3,5,1,1,1,2,4,5,0,Other,"['As a society no one wants illness, however, it is a part of life.', ""It is sad and unfortunate when we lose our loved ones to illness, but it is Mother Nature's way of population control."", 'Science is wonderful but I think the more we use it for things such as illness the stronger the baceria and viruses become.', 'once our immune system is fully operational I think we should let it do its job.', 'the COVID-19 vaccines, which require more boosters and only seem to be effective for about 6 months.', 'later on that year they announced that a booster would be required down the road in order to maintain efficacy.', 'I inquired as to how many years of research they had on it and at the time the answer was 7. That was not enough for me', 'Varicella, for example, became a requirement for my son to enter school.', 'I am not comfortable with vaccines such as Varicella for chicken pox or the COVID-19 vaccination as there is not enough research on these.']",0,2,2,0,0,0,2,0,2,1,0,9,5,0,1,1,0,0,0,1,0,1,1,0,1
26,34,1,1,2,4,Against (I feel negatively about the vaccines),Full-Time,Independent,4,157.792,"Well first off the term ""vaccination"" is really broad. I feel positive about some vaccinations and negative about others. I can recognize the benefit of certain vaccines but feel that they have been overused and abused. The positive and negative aspects leaves me sitting at neutral.

I am for giving children of certain ages vaccines but against giving a baby that is hours-days old vaccines. I do not believe this is natural and can cause unknown effects on the baby.",4,1,7,1,5,1,3,0,3,0,1,0,4,1,6,1,6,0,4,0,6,1,9,6,7,2,3,3,1,2,1,5,3,3,5,3,3,3,1,2,2,2,1,5,1,50,20,6,5,7,5,4,3,1,2,3,0,Other,"['can cause unknown effects on the baby.', 'they have been overused and abused.', 'I do not believe this is natural', 'against giving a baby that is hours-days old vaccines.']",0,2,2,0,0,0,0,0,0,0,0,4,2,0,1,1,0,0,0,0,0,0,0,0,3
27,66,1,1,5,9,Against (I feel negatively about the vaccines),"Not in paid work (e.g. homemaker', 'retired or disabled)",Republican,4,668.121,"I think this depends a lot on what you are getting vaccinated for. If you're focusing on Covid, I'm done with it. I no longer feel like it is worth getting vaccinated for at this point. At the beginning of the epidemic I feel like it made sense; I did get the J&J shot and then a Moderna booster. As Covid goes on it seems to be getting less severe, and I guess I'm getting Covid fatigue; at this point I'm just like let Covid run its course. Childhood vaccinations- most of these made a lot of sense, and have gone a long way to eliminate some diseases that could be life threatening even if for the most part a lot of them were relatively mild for most children. The near elimination of polio, measles, chicken pox has been a boon to the welfare  of most populations. If we're talking about flu - I just don't usually bother; I might get a flu vaccination when they come out with one that doesn't need to be given annually. Should I get the shingles, pneumococcal vaccine ? That might be a yes. But I'm not very motivated to get them; I think I have an aversion to getting poked with needles.",1,0,2,0,1,0,1,0,1,0,1,0,2,0,2,0,2,0,1,0,6,0,8,6,6,1,2,1,2,2,1,4,3,4,3,3,4,4,2,3,1,5,2,10,15,5,5,7,6,6,4,3,4,1,2,4,0,Republican,"['As Covid goes on it seems to be getting less severe,', 'I no longer feel like it is worth getting vaccinated', 'let Covid run its course.', ""flu - I just don't usually bother; I might get a flu vaccination when they come out with one that doesn't need to be given annually."", 'I have an aversion to getting poked with needles.']",0,0,1,0,0,1,3,0,1,0,0,5,4,0,0,1,0,0,1,1,0,1,0,0,1
29,51,2,1,2,9,Against (I feel negatively about the vaccines),Full-Time,Republican,5,174.13,"I think childhood vaccinations are a good thing, the ones for measles, polio etc. I however think there are too many recommended vaccines. I do not feel like the newer ones are safe. I see no reason for chicken pox. It will not be deadly to get chicken pox. I also have never gotten a flu or covid vaccine, especially not covid, it was an experimental vaccine and we have no real information about long term effects",7,1,7,1,5,1,5,1,2,0,2,0,4,1,5,1,7,1,6,1,7,1,11,7,11,1,1,1,3,4,2,4,5,4,5,3,3,3,2,2,3,1,2,10,31,93,62,5,4,5,5,3,3,1,2,1,0,Republican,"['we have no real information about long term effects', 'covid, it was an experimental vaccine', 'I see no reason for chicken pox. It will not be deadly to get chicken pox.', 'I do not feel like the newer ones are safe.', 'there are too many recommended vaccines.']",0,2,1,0,0,1,1,0,0,0,0,5,4,0,1,1,0,0,1,1,0,0,0,0,1
30,32,1,1,4,5,Against (I feel negatively about the vaccines),Part-Time,Independent,3,128.782,"I think vaccines in their current state are too much of a ""one size fits all"" approach to medicine. While on the whole, we do a pretty good job minimizing the side effects and complications that come with vaccination technology, it cannot be disregarded. Every year our government pays on behalf of the pharmaceutical industry in covering any potential damages that come from a lawsuit against the companies producing these vaccines. Millions of dollars to cover a system isn't what I'd consider functioning in the long term.",6,0,6,1,5,1,4,0,1,0,3,0,5,1,5,0,5,1,3,0,6,1,6,4,8,1,1,2,3,4,4,5,5,4,4,1,3,4,1,3,2,1,4,45,59,82,51,5,5,6,4,4,5,1,4,2,0,Other,"[""Every year our government pays on behalf of the pharmaceutical industry in covering any potential damages that come from a lawsuit against the companies producing these vaccines. Millions of dollars to cover a system isn't what I'd consider functioning in the long term."", 'the side effects and complications that come with vaccination technology, it cannot be disregarded.', 'vaccines in their current state are too much of a ""one size fits all"" approach to medicine.']",0,1,0,0,0,1,0,0,1,0,0,3,3,0,1,0,0,0,1,0,0,1,0,0,3
